headline,img,text,url
 Banking,"<img src=""/assets/images/logo.png"">","Start banking online using Axis Bank. Axis Bank provides easy steps to start online banking. Assistance is available 24/7 for customers. Avail a variety of benefits and services by Axis through the online banking service. Hassle-free internet
                    banking options makes banking with Axis Bank the best.
                ","<a class=""closeTopDiv js-colseBtn hidden-md hidden-sm hidden-xs"" href=""#"">X </a>,<a class=""closeTopDiv js-colseBtn hidden-md hidden-sm hidden-xs"" href=""javascript:void(0);"">X</a>,<a class=""closeTopDiv js-colseBtn hidden-md hidden-sm hidden-xs"" href=""#"">X</a>,<a href=""/""><img src=""/assets/images/logo.png""></a>,<a class=""linkEffect"" data-event=""Top Navigation"" data-eventaction=""Get Axis ASAP"" data-eventcategory=""Top section"" data-eventlabel=""Get Axis ASAP"" href=""/accounts/savings-account/axis-asap/axis_asap.html?cta=homepage-header-asap"" onclick=""gotoLink(this);"" rel=""nofollow"">Get Axis ASAP</a>"
